Word	Conc.M	SUBTLEX
antiquing	3.29	10
antiquity	2.13	14
antirealism	1.46	0
antireligious	1.63	0
antirevolutionary	1.58	0
antirust	1.96	0
antisemitic	2.2000000000000002	0
antisemitism	1.83	0
antiseptic	3.85	44
antiseptically	2.2000000000000002	0
antiseptics	3.96	3
antislavery	2.2599999999999998	1
antismoking	2.86	0
antisocial	1.86	41
antisocialist	2.29	0
antitheft	2.56	0
antitheses	1.64	0
antithesis	2.27	16
antitoxic	3.15	0
antitoxin	3.16	18
antitrust	1.63	12
antiviral	3.17	1
antivirus	3.5	1
antiwar	2.2999999999999998	16
antler	4.8600000000000003	15
antlered	4.16	0
antlerless	3.81	0
antonym	2.81	0
antsy	2.5	32
anus	4.8600000000000003	56
anvil	4.96	32
anxiety	2.21	345
anxious	1.68	719
anxiously	2.08	31
anxiousness	2.08	0
any	1.72	56068
anybody	2.67	11573
anyhow	1.48	773
anymore	2.04	9597
anyone	2.7	13018
anyplace	2.4300000000000002	277
anything	1.38	46270
anytime	1.57	1248
anyway	1.68	12164
anyways	1.59	444
anywhere	2.21	4501
aorta	4.6100000000000003	78
apache	3.88	251
apart	3.15	2398
apartment	4.9000000000000004	4235
apartments	4.71	215
apartness	2.35	1
apathetic	1.62	18
apathetically	1.96	0
apathy	2.04	24
ape	4.79	493
apelike	2.86	2
apex	3.41	43
aphid	4.76	4
aphrodisiac	3.19	82
aphrodisiacal	2.33	0
aplenty	2.56	11
apnea	3.12	8
apocalypse	2.21	126
apocalyptic	1.83	18
apocalyptical	1.89	0
apocalyptically	1.96	0
apolitical	1.47	6
apologetic	1.88	22
apologetically	1.66	0
apologetics	1.76	0
apologist	2.97	1
apologize	2.63	2518
apologizer	2.81	0
apology	2.86	804
apostle	3.22	71
apostolic	2.2599999999999998	0
apostrophe	3.88	12
apothecary	3.76	20
app	3.86	8
appall	1.81	0
appalled	2.19	59
appalling	2.0299999999999998	99
appallingly	2.11	3
apparatus	3.78	77
apparel	4.5999999999999996	35
apparent	1.73	215
apparently	1.75	2415
apparentness	2.04	0
apparition	2.46	39
apparitional	2	0
appeal	1.73	663
appealable	1.73	0
appealing	2.17	162
appealingly	2.14	0
appear	3.13	1192
appearance	2.57	591
appeasable	1.88	0
appease	1.93	25
appeasement	1.71	10
appeaser	1.93	2
appeasing	1.79	3
append	2.04	0
appendage	4.26	21
appendectomy	4.42	33
appendices	3.48	2
appendicitis	3.48	48
appendix	4.25	133
appetite	2.74	456
appetizer	4.71	61
appetizing	2.1	32
appetizingly	1.85	0
applaud	3.8	109
applaudable	1.97	0
applauder	3.91	0
applause	4.29	576
apple	5	1207
applecart	4.92	1
applesauce	4.96	30
appliance	4.57	41
applicability	1.69	2
applicable	2.2999999999999998	14
applicableness	1.35	0
applicably	1.54	0
applicant	4	31
application	3.4	510
applicator	4.26	10
applicatory	1.92	0
applied	1.96	314
applier	3.12	0
apply	2.5	638
appoint	2.2400000000000002	104
appointee	3.5	4
appointer	2.71	0
appointment	3	1559
appraisable	2.33	0
appraisal	3.11	39
appraise	1.73	10
appraisement	2.19	0
appraiser	3.62	11
appraising	1.83	4
appraisingly	1.72	0
appreciable	1.57	3
appreciably	1.69	1
appreciate	2.23	4373
appreciation	1.63	261
appreciative	1.93	41
appreciatively	1.86	6
appreciativeness	1.57	0
appreciator	3	3
appreciatory	1.7	0
apprehend	2.82	73
apprehender	3.3	0
apprehensibility	1.58	1
apprehensible	1.71	0
apprehension	1.68	39
apprehensive	1.97	28
apprehensively	1.72	0
apprehensiveness	1.77	0
apprentice	3.67	99
apprenticeship	2.7	7
apprise	1.78	7
approach	2.74	1070
approachability	1.9	0
approachable	2.1800000000000002	4
approachableness	1.96	0
approaching	2.63	653
appropriate	2	657
appropriately	1.79	55
appropriateness	2.0699999999999998	2
appropriation	1.96	8
appropriator	2.68	0
approvable	1.86	0
approval	2.33	428
approve	1.85	580
approver	2.67	0
approvingly	1.88	0
approximate	2.0299999999999998	64
approximately	2.54	380
approximation	1.85	3
approximatively	2.12	1
apricot	4.97	32
april	3.33	1053
apron	4.87	136
apt	1.78	89
aptitude	1.54	55
aptly	1.66	20
aptness	1.59	0
aqua	3.66	70
aquaculture	2.64	0
aquamarine	4.43	23
aquarian	3.62	4
aquarium	4.7699999999999996	141
aquarius	2.57	58
aquatic	3.44	28
aquatically	3.08	0
aquatics	3.43	3
aqueduct	4.62	17
aquifer	4.04	2
arabic	3.43	174
arachnid	4.6500000000000004	13
arachnophobia	2.59	6
arbitrarily	1.38	17
arbitrariness	1.56	0
arbitrary	1.62	52
arbitrate	2.1	2
arbitration	2	23
arbitrational	1.58	0
arbitrative	1.69	0
arbitrator	3.2	4
arbor	4	39
arc	4.1399999999999997	247
arcade	4.74	111
arch	4.59	188
archaeological	2.67	48
archaeologically	2.12	0
archaeologist	4.45	57
archaeology	3.08	39
archaic	2.23	35
archaically	1.32	0
archangel	2.93	22
archangelic	2.5	0
archbishop	4.1399999999999997	188
archdeacon	4	6
archduchess	3.5	2
archduke	3.93	46
arched	3.82	9
archenemy	3.11	13
archer	3.9	278
archery	3.93	40
arches	4.3	43
archetypal	1.83	7
archetypical	1.36	0
arching	3.25	6
archipelago	3.96	7
architect	3.74	334
architectural	3.14	65
architecturally	2.88	3
architecture	3.59	162
archive	3.58	67
archives	3.93	129
archivist	3.57	4
archway	4.28	12
arcing	3.05	7
arctic	3	100
ardent	1.64	30
ardently	1.66	1
arduously	1.46	0
arduousness	1.74	0
are	1.96	265672
area	3.72	3821
arena	4.83	185
areola	4.78	7
argon	3.2	9
arguable	1.84	0
arguably	1.79	19
argue	2.75	1007
arguer	3.04	0
argument	2.85	867
argumentation	2	0
argumentative	2.36	38
argumentatively	2.0699999999999998	0
argumentativeness	1.84	0
arid	2.96	16
aridity	3.14	1
aridness	2.85	0
arise	3.17	151
arisen	2.15	11
aristocracy	2.97	32
aristocrat	3.76	69
aristocratic	2.42	37
aristocratically	1.59	0
aristocratism	2.2000000000000002	0
arithmetic	2.74	78
arithmetically	2.2999999999999998	0
arithmetician	3.5	0
ark	4.67	199
arm	4.96	3336
armada	4.04	55
armadillo	4.9000000000000004	154
armageddon	2.9	88
armband	4.67	14
armchair	5	21
armed	3.6	1164
armful	3.43	12
armhole	4.24	0
arming	2.59	57
armless	3.71	4
armload	3.54	4
armoire	4.5199999999999996	8
armor	4.76	372
armored	3.59	166
armory	4.3600000000000003	95
armpit	4.8	64
armrest	4.76	8
arms	4.97	3050
army	4.7	4370
aroma	3.67	69
aromatherapy	3.21	16
aromatic	3.04	14
aromatically	2.54	0
aromatization	2.38	0
aromatize	2.82	0
arose	2.19	42
around	1.96	37573
arousal	2.83	19
arouse	2.85	62
arouser	2.48	0
arraign	2.42	7
arraignment	2.58	71
arrange	2.79	791
arrangement	2.2999999999999998	482
arranger	2.81	11
array	2.54	108
arrest	3.93	3037
arrestee	4.04	2
arrester	3.29	0
arresting	2.84	192
arrestingly	1.89	0
arrhythmia	2.96	24
arrhythmic	2.54	2
arrival	3.07	422
arrive	3.22	953
arrogance	1.74	144
arrogant	2.0699999999999998	266
arrogantly	1.93	3
arrow	4.97	400
arrowed	2.71	0
arrowhead	4.7	21
arrowless	2.92	0
arsenal	3.86	102
arsenic	4.29	63
arson	3.66	153
arsonist	3.96	52
art	4.17	3611
artbook	4.4000000000000004	0
arterially	3.12	0
arteriolosclerosis	3.35	0
artery	4.4800000000000004	271
artesian	2.92	0
artful	2.42	9
artfully	1.81	7
artfulness	1.9	0
arthritic	3.35	13
arthritis	3.5	99
artichoke	4.63	28
article	4.33	998
articled	2.33	0
articulate	2.2000000000000002	85
articulated	2.08	10
articulately	1.5	0
articulateness	2.0699999999999998	0
articulation	2.65	8
artifact	4.5	56
artifice	2.72	3
artificial	2.93	246
artificiality	2.27	5
artificially	1.81	36
artificialness	2.04	0
artillery	4.3099999999999996	280
artilleryman	4.2699999999999996	3
artisan	3.03	5
artisanship	1.74	0
artist	4.24	1460
artistic	2.14	251
artistically	2.13	14
artistry	2	24
artless	1.89	3
artlessly	1.72	1
artlessness	1.79	0
arts	3.75	470
artsy	2.25	17
artwork	4.42	78
arugula	4.08	6
as	1.33	113068
asbestos	4.5199999999999996	66
ascend	2.66	47
ascendable	2.33	0
ascendant	2.2400000000000002	34
ascendency	1.92	0
ascender	2.65	0
ascending	2.66	35
ascension	2.37	44
ascent	2.61	16
ascertain	2.11	49
ascertainable	1.65	1
ascertainably	1.54	0
ascot	4.32	27
ascribe	2.44	5
aseptic	2.0699999999999998	2
asexual	2.4300000000000002	11
asexuality	2.67	0
asexualize	1.79	0
asexually	2.08	0
ash	4.96	469
ashamed	1.74	1396
ashamedly	1.56	0
ashamedness	2.0699999999999998	0
ashcan	4.78	7
ashen	3.12	9
ashes	4.92	503
ashore	3.42	317
ashtray	4.97	166
ashy	3.32	9
aside	2.21	1212
asinine	1.67	49
ask	2.52	24640
asker	3.13	3
askew	3.04	14
asleep	3.71	2541
asocial	1.96	0
asparagus	4.96	50
aspartame	4.5	0
aspect	1.82	197
aspen	4.59	96
asphalt	4.83	49
asphyxia	3.52	21
asphyxiate	3.74	8
asphyxiation	3.63	36
aspirate	3.3	10
aspiration	1.81	29
aspirator	3.36	0
aspire	1.53	55
aspirer	2	0
aspirin	4.76	395
aspiring	1.87	32
ass	4.67	11545
assail	2.68	5
assailant	3.96	75
assailer	3.24	0
assassin	4.43	302
assassinate	3	96
assassination	3.8	281
assassinator	3.31	1
assault	3.41	896
assaulter	3.58	0
assaying	2.39	1
assemblage	3	6
assemble	3.67	163
assembler	3.62	0
assembly	3.79	245
assemblyman	3.74	37
assent	2.64	4
assenting	2.15	0
assert	2.0299999999999998	43
asserter	2.2799999999999998	0
assertion	2.2000000000000002	14
assertive	2.0699999999999998	23
assertively	1.76	0
assertiveness	2.1	9
assess	2.2599999999999998	83
assessed	2	23
assessment	2.11	158
assessor	2.96	11
asset	2.92	193
assets	3.52	260
asshole	4.08	3142
assign	2.86	138
assignable	2.04	0
assigned	1.75	618
assigner	3.08	0
assignment	3.86	912
assimilate	2.17	26
assimilation	2.0299999999999998	10
assimilative	1.59	0
assimilator	2.83	0
assist	2.52	400
assistance	2.25	558
assistant	4.07	1643
assistantship	2.62	0
assister	2.48	0
assistive	2.04	0
associability	1.69	0
associate	3.41	458
associated	2.12	200
association	2.2999999999999998	414
associational	1.54	0
associative	1.93	13
associatively	1.88	0
assort	2.33	0
assorted	3.15	49
assortment	2.5	37
assumable	1.73	0
assume	1.75	1707
assumed	1.86	579
assumer	2.67	0
assuming	1.5	566
assumingly	1.68	0
assumption	1.84	170
assumptive	1.38	0
assurable	1.71	0
assurance	1.76	104
assure	2.4300000000000002	1021
assured	2.21	316
assuredly	1.82	16
assuredness	1.59	1
assurer	2.52	0
assuring	1.62	14
asterisk	4	23
asteroid	4.8600000000000003	86
asthma	3.71	197
asthmatic	2.96	20
asthmatically	2.48	0
astigmatism	3.15	10
astonish	1.7	23
astonished	2.15	48
astonisher	2.62	0
astonishing	1.68	87
astonishingly	1.55	13
astonishment	2.92	14
astound	1.93	22
astounded	1.71	12
astounding	1.69	66
astoundingly	1.61	1
astral	2.2599999999999998	49
astride	2.58	8
astringency	2	0
astringent	3.21	6
astrobiology	2.3199999999999998	1
astrologer	3.78	14
astrologic	2.2599999999999998	0
astrological	2.48	15
astrologically	2.0699999999999998	0
astrologist	3.87	2
astrology	2.48	47
astronaut	4.75	202
astronautics	2.5	3
astronomer	4.2699999999999996	36
astronomic	2.5299999999999998	3
astronomical	2.92	37
astronomically	1.86	3
astronomy	3.03	67
astrophotography	3.72	0
astrophysical	1.77	1
astrophysicist	4.07	8
astrophysics	3	18
astute	1.85	51
astutely	1.65	0
asylum	4.41	234
asymmetric	3.5	2
asymmetrical	3.21	6
asymmetrically	2.2999999999999998	0
asymmetry	2.89	3
asymptomatic	2.12	11
at	2.0699999999999998	164072
ate	3.74	1722
atheism	2.23	5
atheist	2.93	55
atheistic	1.67	2
athlete	4.3	235
athletic	2.69	197
athletically	2.2599999999999998	1
athleticism	1.97	11
athletics	3.65	32
atlantic	3.26	504
atlas	4.79	52
atmosphere	3.04	493
atmospheric	2.9	47
atmospherically	2.19	0
atmospherics	2.48	1
atom	3.34	140
atomic	2.93	249
atomically	1.92	0
atomics	2.3199999999999998	3
atomization	2.79	0
atomize	2.2400000000000002	3
atomizer	4.04	4
atonable	1.57	0
atone	1.88	43
atonement	1.44	18
atop	3.24	52
atrium	4.72	36
atrocious	1.69	35
atrociously	1.65	6
atrociousness	2.17	0
atrocity	2.15	32
atrophy	2.86	21
attach	3.33	126
attachable	2.9	0
attached	3.23	623
attachment	3.04	59
attack	3.71	3853
attackable	2.2000000000000002	0
attacker	4.04	73
attain	2.1800000000000002	47
attainability	2.08	0
attainable	2.19	7
attainment	2.13	3
attempt	2.2200000000000002	975
attemptable	2.08	0
attempted	2	392
attempter	2.81	0
attend	3.17	715
attendance	3.07	135
attendant	4.4400000000000004	158
attendee	3.79	1
attention	2.2999999999999998	5032
attentive	1.78	66
attentively	1.97	15
attentiveness	2.2400000000000002	3
attest	1.89	22
attestable	1.96	0
attic	4.53	400
attire	4.47	76
attitude	1.97	1330
attorney	4.5199999999999996	2060
attract	2.73	290
attraction	2.2400000000000002	348
attractive	2.64	1256
attractively	1.93	3
attractiveness	2.14	9
attractor	2.79	4
attributable	1.81	5
attribute	2.33	45
attributer	2.0699999999999998	0
attribution	2.04	4
attributive	1.71	0
attributively	2.04	0
attunement	1.77	1
atypical	1.93	19
auburn	3.72	29
auction	3.93	454
auctioneer	4.55	24
audacious	1.63	26
audaciously	1.5	0
audaciousness	1.67	0
audacity	1.62	48
audibility	1.96	0
audible	3.23	36
audibleness	3.04	0
audibly	2.93	3
audience	4.29	1294
audio	3.5	284
audiogram	3.74	0
audiologist	4	3
audiology	2.15	2
audiometric	2.2799999999999998	0
audiotape	4.79	9
audiovisual	2.97	11
audit	3.15	57
audition	3.66	705
auditor	3.38	24
auditorium	4.7	80
auditory	3.07	27
augment	2.81	19
augmentable	2.41	0
augmentation	2.74	9
augmentative	2	0
augmented	2.46	7
augmenter	2.16	0
august	3.04	520
aunt	4.17	2815
auntie	4.4800000000000004	401
aura	2.67	93
aural	2.52	4
aurora	3.48	125
auspices	1.86	6
auspicious	1.96	26
auspiciously	1.59	0
auspiciousness	1.67	0
austere	1.96	11
austerity	1.38	5
authentic	2.31	230
authentically	1.89	3
authenticate	2.2799999999999998	31
authentication	2	14
authenticator	3.11	6
authenticity	1.74	59
author	4.26	405
authoritarian	2.08	3
authoritarianism	1.67	1
authoritative	1.68	10
authoritatively	1.54	1
authoritativeness	2.23	0
authority	2.34	1082
authorization	2.4500000000000002	184
authorize	2.2200000000000002	105
authorized	2.2200000000000002	319
authorizer	2.48	0
authorless	2.2200000000000002	0
authorship	2.52	5
autism	2.69	36
autistic	2.89	58
auto	4	391
autobiographer	4.07	1
autobiographical	2.77	22
autobiographically	2.81	0
autobiography	3.74	41
autocracy	2.23	2
autocratic	1.74	4
autoeroticism	2.78	0
autograph	4.2300000000000004	416
autographed	3.83	60
autographic	2.65	0
autoimmune	2.64	9
autoimmunization	2.72	0
automaker	4.07	1
automate	2.71	4
automated	2.75	73
automatic	2.82	356
automatically	2.0299999999999998	213
automaticity	2.42	0
automation	2.48	9
automaton	3.46	11
automobile	4.96	291
automotive	4.1900000000000004	33
autonomous	2	11
autonomously	2.35	4
autonomy	2.04	27
autopilot	3.08	51
autopsy	4.29	489
autoregulation	1.93	0
autoworker	4.67	0
autumn	3.27	193
auxiliary	2.64	109
avail	1.33	43
availability	2.3199999999999998	30
available	2.11	1323
availableness	2.04	0
availably	1.64	0
avalanche	4.32	173
avatar	3.21	14
avenge	2.0699999999999998	154
avengement	1.73	0
avenger	3.08	120
avenging	2.0699999999999998	23
avenue	4	861
average	2.4	849
averagely	2.08	0
aversely	2	0
averseness	1.52	0
aversion	1.85	68
avert	2.41	30
averted	2.0299999999999998	35
avertedly	1.59	0
aviation	3.39	73
aviator	4.57	28
avid	1.72	25
avidly	1.88	5
avocado	4.8899999999999997	62
avoid	2.41	1239
avoidable	1.79	2
avoidably	1.57	0
avoidance	1.86	26
avoider	2.12	2
avowed	1.83	2
await	1.54	181
awake	3.32	1362
awaken	3.45	125
awakening	3.07	63
award	4.1399999999999997	657
awardable	1.76	0
awardee	3.87	1
awarder	3.5	0
aware	2	1818
awareness	1.84	115
awash	2.08	16
away	2.23	37276
awe	1.89	134
awed	1.78	6
awesome	1.83	1600
awesomely	1.69	5
awesomeness	1.57	7
awestruck	2.0299999999999998	3
awful	1.92	3234
awfully	1.67	1035
awfulness	2.2000000000000002	5
awhile	1.54	483
awkward	2	730
awkwardly	1.84	13
awkwardness	2.34	32
awl	3.81	2
awning	4.6100000000000003	24
awoke	3.76	67
awry	2.1	28
ax	4.9000000000000004	221
axe	5	249
axed	2.59	15
axel	4.5199999999999996	132
axes	4.68	35
axially	2.65	0
axiom	2	7
axis	3.57	81
axle	4.5	63
aye	2.09	2236
azalea	4.4000000000000004	6
babble	3.31	44
babbler	3.61	0
babbling	3.6	158
babe	3.67	1814
babied	2.31	5
baboon	4.92	87
baboonish	2.48	0
baby	5	25978
babycarriage	4.5999999999999996	0
babyface	3.5	0
babyhood	2.77	1
babyish	2.68	5
babyishly	2.12	0
babysit	3.45	104
babysitter	4.57	236
babytalk	3.62	0
bachelor	4.32	504
bachelordom	2.48	0
bachelorette	3.9	82
bachelorhood	2.68	11
bachelorism	1.71	0
bachelorship	2.56	0
back	4.33	102467
backache	4	13
backbend	3.92	2
backboard	4.93	24
backbone	4.1900000000000004	84
backboned	3.14	0
backboneless	1.96	0
backbreaker	2.88	1
backbreaking	3	6
backburner	3	0
backcountry	3.27	15
backcourt	3.39	5
backdate	2.56	0
backdoor	4.5	30
backdrop	4.4800000000000004	24
backed	2.4300000000000002	382
backer	2.8	54
backfield	4.1399999999999997	16
backfill	3.35	1
backfire	2.86	44
backfiring	3.17	10
backflow	3.04	1
backgammon	4.47	37
background	3.26	899
backhand	3.88	37
backhanded	2.76	7
backhandedly	1.71	0
backhandedness	2.46	0
backing	2.85	324
backlands	3.81	0
backlash	1.85	7
backless	3.74	15
backlight	4.4000000000000004	0
backlit	3.54	4
backlog	3.29	17
backpack	4.96	186
backpacker	4.8899999999999997	2
backpedal	3.81	2
backrest	4.5199999999999996	1
backroom	4.5	26
backscratcher	4.58	5
backseat	4.6100000000000003	117
backshift	2.84	0
backside	4.07	85
backslap	3.92	0
backslapping	3.36	1
backslash	3.83	4
backslid	2.78	3
backslide	2.93	1
backslider	2.72	0
backspace	4.0999999999999996	0
backspin	3.28	5
backstab	2.85	5
backstabber	3.14	7
backstage	4.3099999999999996	261
backstairs	4.33	10
backstop	4.17	11
backstreet	4.1900000000000004	14
backstretch	3.42	16
backstroke	4.46	14
backswept	2.6	1
backswing	3.88	12
backtalk	3.11	3
backtrack	2.59	38
backtracker	3.11	0
backup	3.2	862
backward	3.41	159
backwardly	2.21	0
backwardness	2	1
backwards	3.17	667
backwash	3.76	14
backwashing	3.73	1
backwater	3.04	31
backwoods	3.22	27
backwoodsman	4.18	0
backyard	4.57	369
bacon	4.9000000000000004	605
bacteria	4.1399999999999997	155
bacterial	3.54	37
bacterially	2.44	0
bactericide	3.62	0
bacteriologic	2.2799999999999998	0
bacteriologist	3.77	0
bacteriology	2.87	0
bacterium	3.69	9
bad	1.68	27804
badass	2.5	75
badge	4.93	778
badger	4.37	89
badland	3.77	1
badlands	3.05	12
badly	1.93	1336
badminton	4.7	19
badmouth	2.36	12
badness	2.2599999999999998	29
baffle	2.37	8
baffled	2.16	47
bafflement	2.0699999999999998	0
baffler	2.17	0
baffling	1.72	15
bafflingly	1.72	0
bag	4.9000000000000004	4796
bagel	5	156
bagful	3.62	5
baggage	4.43	318
bagged	3.77	95
baggie	4.59	21
bagginess	3.19	0
bagging	3.14	43
baggy	3.61	48
baglike	3.17	0
bagpipe	4.97	15
bagpiper	4.67	1
bagpipes	4.93	35
baguette	4.6399999999999997	14
bail	3.86	885
bailiff	4.5	110
bailsman	4.1500000000000004	0
bait	4.45	496
baits	3.62	9
bake	4.21	323
baked	4.1900000000000004	341
baker	4.71	698
bakery	4.83	179
bakeshop	4.93	2
baking	4.0999999999999996	177
baklava	4.32	15
balance	2.89	764
balanceable	2.85	0
balanced	2.79	121
balancer	2.89	2
balancing	3.17	41
balcony	4.68	373
bald	4.6900000000000004	496
balder	3.29	8
baldhead	4.4400000000000004	2
balding	3.93	28
baldish	2.57	0
baldly	2.83	0
baldness	3.96	12
bale	4.3	104
balk	2.76	3
ball	5	5353
ballad	3.88	72
ballast	3.14	60
balled	2.93	23
ballerina	4.6100000000000003	118
ballet	4.04	523
ballgame	4.3899999999999997	52
ballistic	2.61	59
ballistics	3.12	120
balloon	4.92	442
ballooner	4	0
ballooning	2.89	5
balloonist	4.5	3
ballot	4.7300000000000004	69
balloting	3.43	4
ballpark	4.43	89
ballplayer	4.68	32
ballpoint	4.41	20
ballroom	4.7	220
ballsy	2.04	20
balm	3.68	30
balminess	3.09	0
balmy	2.8	29
baloney	3.5	154
balsam	4.21	8
balsamic	3.54	8
balsawood	4.58	1
bambino	4.1900000000000004	25
bamboo	4.8600000000000003	80
bamboozle	2.25	3
bamboozled	2.36	16
bamboozlement	1.84	0
bamboozler	3.31	0
ban	2.37	160
banana	5	547
band	4.68	2724
bandage	4.8499999999999996	146
bandaid	4.62	0
bandanna	5	21
banded	3.12	9
banding	3.15	6
bandit	4.3600000000000003	191
bandleader	4.67	17
bandmaster	4.25	1
bandsman	3.96	0
bandstand	4.1900000000000004	41
bandwagon	3.29	24
bandwidth	3.19	25
baneful	1.83	1
bang	3.77	1019
banger	3.24	35
banging	3.38	436
bangle	4.38	5
banish	2.41	69
banisher	3.09	0
banishment	2.16	10
banister	4.75	67
banjo	4.9000000000000004	83
banjoist	4.04	0
bank	4.78	4334
bankable	2.14	8
bankbook	4.8099999999999996	8
banked	3.29	22
banker	4.43	243
banking	3.55	152
banknote	4.88	6
bankroll	3.75	56
bankrupt	3.24	143
bankruptcy	2.68	121
banner	4.8	302
bannered	3.58	0
banning	2.2799999999999998	53
bannister	4.32	219
banquet	4	263
banquette	4.08	1
banshee	3.12	57
banter	2.85	70
baptism	3.41	61
baptismal	3.04	6
baptize	3.83	37
baptizer	3.97	1
bar	4.67	4385
barb	4.5199999999999996	118
barbarian	3.52	92
barbarianism	2.2799999999999998	0
barbaric	2.5	72
barbarically	1.82	0
barbarism	2.41	15
barbarous	1.63	11
barbarously	1.7	0
barbecue	4.5199999999999996	456
barbed	3.81	67
barbedwire	5	0
barbell	4.79	18
barber	4.59	279
barbershop	4.8499999999999996	108
barbless	3.08	0
barbwire	4.68	2
barcode	4.74	0
bare	3.21	425
bareback	3.96	23
barebacked	3.52	4
barebone	3.11	0
barefaced	3.19	4
barefoot	4.62	121
barefooted	4.33	9
barehanded	4.0999999999999996	7
bareheaded	3.77	1
barelegged	4.07	0
barely	1.71	1482
bareness	3.15	0
barf	4.6100000000000003	100
barfly	4.17	6
bargain	2.59	612
bargainer	3.29	2
bargaining	2.76	106
barge	4.66	198
bargraph	4.32	0
barista	4.68	4
baritone	3.67	21
bark	4.5199999999999996	280
barkeep	4.22	50
barkeeper	4.6100000000000003	3
barker	4.12	149
barking	4.1900000000000004	459
barley	4.59	46
barmaid	4.17	35
barman	4.46	28
barn	4.79	693
barnacle	4.92	32
barnyard	4.79	45
barometer	4.57	36
barometric	2.76	12
barometrically	2.78	0
baron	4.1399999999999997	687
baroness	3.92	134
baroque	2.62	16
barrack	4.78	18
barracuda	5	35
barred	3.11	64
barrel	4.8600000000000003	542
barreled	2.85	3
barrelful	3.38	7
barrelhead	2.82	16
barren	3.2	75
barrenness	2.4700000000000002	3
