Word	Conc.M	SUBTLEX
humbuggery	1.95	0
humdinger	1.83	7
humerus	4.18	14
humid	3.48	45
humidification	2.9	1
humidifier	4.25	6
humidify	3.36	0
humidity	3	68
humidly	2.78	0
humidness	3.04	0
humiliate	2.0699999999999998	213
humiliating	1.86	300
humiliatingly	2	2
humiliation	1.96	238
humility	1.75	122
hummer	4.12	70
humming	4.17	251
hummingbird	4.96	31
hummus	4.62	19
humongous	3.42	36
humor	2.2599999999999998	849
humorist	3.29	2
humorless	1.73	10
humorlessness	1.57	0
humorous	2.23	75
humorously	2.19	4
humorousness	1.67	0
hump	4.3600000000000003	225
humpback	4.6900000000000004	21
humpbacked	3.96	7
humped	3.71	19
humpy	3.58	3
humungous	2.73	6
humvee	4.92	0
hunch	2	383
hunchback	4.32	50
hunchbacked	4.3	6
hundred	3.2	4015
hundredfold	2.93	5
hundredth	3.59	22
hung	3.31	1436
hunger	3.3	300
hungrily	2.75	3
hungriness	2.04	0
hungry	2.9	3931
hunk	3.79	263
hunker	3.21	17
hunks	3.84	18
hunky	2.42	42
hunt	3.81	1319
hunter	4.41	936
hunting	3.96	1081
huntress	4.12	20
huntsman	3.65	4
huntswoman	3.58	0
hurdle	3.97	37
hurdler	3.81	1
hurl	4.0999999999999996	69
hurled	3.52	31
hurler	3.69	0
hurling	3.81	26
hurrah	3.07	120
hurray	2.48	86
hurricane	4.59	447
hurried	2.76	62
hurriedly	1.92	12
hurriedness	1.93	0
hurry	2.63	8856
hurryingly	2.73	0
hurt	3.61	12564
hurtful	2.65	58
hurtfully	1.76	0
hurtfulness	1.86	0
hurting	3.03	974
hurtle	3.59	1
husband	4.1100000000000003	9935
husbandless	2.3199999999999998	0
husbandly	1.62	3
husbandry	2.23	10
hush	3.04	388
hushed	2.39	25
hushing	2.97	1
husk	4.8600000000000003	21
husked	3.65	0
huskily	2.35	0
huskiness	2.76	0
husky	3.59	81
hussy	2.54	63
hustle	2.96	402
hustler	3.67	151
hut	4.6500000000000004	674
hutch	4.3099999999999996	184
hyacinth	4.5	21
hybrid	3.21	104
hybridization	2.2400000000000002	2
hydra	3.29	23
hydrant	4.76	52
hydrate	3.32	25
hydrated	3.62	16
hydration	3.54	7
hydraulic	3.66	58
hydraulically	2.5	1
hydraulics	3.71	28
hydro	3.36	13
hydrocarbon	3.75	6
hydrochemistry	2.5	0
hydrochloric	2.65	15
hydrochloride	4.17	7
hydrocortisone	4.59	3
hydroelectric	3.38	5
hydroelectricity	3.63	0
hydrogen	3.32	136
hydrogenate	2.75	0
hydrogenated	3.33	7
hydrogenous	2.35	0
hydrologist	3.39	0
hydrolysis	2.87	0
hydrometer	4.07	0
hydrophobia	2.82	4
hydrophobic	3	0
hydroplane	3.59	1
hydroponic	3	12
hydroponics	3.2	20
hydropower	3.08	0
hydroscopic	2.41	0
hydrosulfide	4.09	1
hydrotherapeutic	2.96	0
hydrotherapy	3.67	8
hydrothermal	2.59	10
hydroxide	3.57	8
hyena	4.57	72
hygiene	3.11	108
hygienic	2.5499999999999998	27
hygienically	2.31	3
hygienist	4.24	32
hymen	4.66	25
hymn	4.04	83
hymnbook	4.8499999999999996	0
hymnist	4.05	0
hype	1.75	83
hyper	2	45
hyperacidity	2.52	3
hyperactive	2.73	20
hyperactivity	2.57	5
hyperbola	2.5	0
hyperbole	2.35	11
hyperbolic	2.31	7
hyperbolically	1.71	0
hyperbolize	2.38	0
hypercompetitive	1.69	0
hyperconscious	1.68	0
hyperconsciousness	1.52	0
hypercritical	1.67	3
hypercritically	1.85	0
hypercriticism	2.04	0
hyperextend	3.43	0
hyperextension	3.07	0
hyperglycemia	2.56	0
hyperglycemic	2.31	2
hyperinflation	2.15	1
hyperinflationary	1.56	0
hyperirritability	1.92	0
hyperirritable	2.14	0
hyperkinetic	2	1
hyperlink	4.03	0
hypersensitive	2	11
hypersensitiveness	2.64	0
hypersensitivity	2.44	1
hypersexual	2.46	1
hypersonic	2.8	2
hyperspace	2.54	28
hypertension	2.89	30
hypertensive	2.62	12
hypertext	3.71	0
hyperthermia	3.52	1
hyperthyroid	2.41	2
hyperthyroidism	2.61	0
hyperventilate	3.86	27
hyperventilation	3.37	6
hyphen	4.1100000000000003	11
hyphenate	3.23	7
hyphenated	3.57	7
hyphenation	3.14	1
hypnoses	2.96	0
hypnosis	2.78	101
hypnotherapist	3.6	8
hypnotherapy	2.74	8
hypnotic	1.96	67
hypnotically	1.81	0
hypnotism	2.82	15
hypnotist	4.07	41
hypnotizable	2	0
hypnotization	2.96	0
hypnotize	2.48	31
hypnotizer	3.63	0
hypo	1.88	16
hypoallergenic	2.88	8
hypochondria	2.72	8
hypochondriac	2.96	20
hypocrisy	2	84
hypocrite	2.5499999999999998	166
hypocritical	2.2999999999999998	64
hypocritically	1.91	0
hypodermal	2.25	0
hypodermic	3.58	34
hypoglycemia	2.96	6
hypoglycemic	2.2799999999999998	13
hypotension	2.96	6
hypotenuse	3.67	10
hypothermal	3.04	0
hypothermia	3.55	39
hypothermic	3.12	15
hypotheses	1.86	9
hypothesis	2.12	44
hypothesize	1.83	4
hypothetical	1.3	125
hypothetically	1.59	108
hypothyroidism	2.58	1
hysterectomy	3.83	31
hysteria	2.86	116
hysteric	2.93	9
hysterical	2.65	362
hysterically	2.41	51
hysterics	2.31	33
i	3.93	2038529
ibuprofen	4.4800000000000004	24
ice	4.8899999999999997	4057
iceberg	4.96	92
iceboat	4.78	2
icebound	3.36	2
icebox	4.71	124
icebreaker	3.17	21
icecap	4.5	4
icecream	4.72	0
iced	3.79	218
icehouse	4.5	9
iceless	3.81	0
icemaker	4.82	0
iceman	4.22	69
icepack	5	0
icepick	4.68	1
iceskate	4.7699999999999996	0
icicle	4.96	15
iciness	3.28	0
icing	4.66	71
icky	2	61
icon	3.46	88
iconic	2.5499999999999998	10
iconoclast	2.85	1
iconographer	3.93	0
iconographical	1.85	0
iconology	2.1800000000000002	0
icy	4.22	135
id	2.39	169
idea	1.61	18311
ideal	1.37	374
idealess	1.63	0
idealism	1.64	32
idealist	1.52	34
idealistic	1.21	41
idealistically	1.36	1
ideality	1.88	0
idealization	1.4	1
idealize	1.19	6
idealizer	1.85	0
ideally	1.33	22
idealness	1.52	0
identical	3.5	282
identically	2.84	2
identicalness	3.04	0
identifiable	2.2999999999999998	15
identification	3.4	409
identifier	2.52	6
identify	2.64	825
identity	2	662
ideological	1.85	7
ideologically	1.5	4
ideologist	2.04	0
ideology	1.62	33
idiocy	1.75	29
idiom	2.42	12
idiomatic	1.64	3
idiosyncrasy	1.74	10
idiosyncratic	1.58	8
idiosyncratically	2	0
idiot	3.32	3377
idiotic	1.88	198
idiotically	1.6	3
idle	2.79	141
idleness	1.9	8
idler	2.92	7
idly	2.15	32
idol	3.63	141
idolatrize	1.58	0
idolism	1.54	0
idolization	1.86	0
idolize	2.04	7
idolizer	2.78	0
idyllic	1.73	23
idyllically	1.48	0
if	1.19	180610
iffy	1.68	26
igloo	4.7300000000000004	15
ignite	4.04	51
igniter	4.37	4
ignition	3.37	212
ignorable	1.45	1
ignoramus	2.2999999999999998	18
ignorance	1.6	184
ignorant	1.62	319
ignorantly	2	1
ignore	2.2200000000000002	951
iguana	4.83	40
ill	3.21	1085
illegal	2.37	1199
illegality	1.96	4
illegalize	2.19	0
illegally	1.93	113
illegibility	1.85	1
illegible	2.9	9
illegibly	2.75	0
illegitimacy	1.69	2
illegitimate	1.82	68
illegitimately	2.04	0
illegitimatize	1.88	0
illicit	1.89	36
illicitly	2.36	2
illicitness	1.61	1
illiteracy	2.48	6
illiterate	2.92	50
illiterately	1.84	0
illiterateness	1.95	0
illness	3.54	371
illogic	1.38	2
illogical	1.38	29
illogically	1.46	0
illuminable	2.35	0
illuminate	3.55	42
illuminated	3.66	18
illuminati	2.65	2
illuminating	2.79	24
illuminatingly	1.81	0
illumination	3.28	34
illuminative	2.41	0
illuminator	3.52	0
illusion	2.48	421
illusionary	1.88	2
illusionist	3.3	7
illusive	1.81	6
illusively	1.46	0
illusiveness	2.15	0
illusory	1.92	2
illustratable	2.14	0
illustrate	3.31	40
illustration	4.3600000000000003	24
illustrational	2.77	0
illustrative	2.37	1
illustratively	2.7	0
illustrator	3.76	12
illustrious	1.65	72
illustriously	1.68	0
illustriousness	2.19	0
image	3.85	1154
imageability	1.48	0
imageless	2.3199999999999998	0
imagery	2.48	74
imaginable	1.79	48
imaginably	1.59	0
imaginary	1.74	222
imagination	1.69	885
imaginative	1.82	70
imaginatively	1.46	0
imaginativeness	1.83	0
imagine	1.53	4133
imagines	1.76	29
imaging	2.79	64
imbalance	2.2200000000000002	54
imbecile	3	147
imbecilic	1.93	11
imbed	2.57	2
imitate	2.66	92
imitation	2.83	139
imitatively	2.2200000000000002	0
imitator	2.92	6
immaculate	2.48	40
immaculately	2	2
immaculateness	1.81	0
immanent	1.81	0
immaterial	2.08	45
immaterialism	1.56	0
immateriality	1.67	0
immaterialize	1.72	0
immaterially	1.46	0
immature	2.35	167
immaturely	1.71	0
immatureness	1.96	0
immaturity	1.81	11
immeasurability	1.46	0
immeasurable	2.12	15
immeasurableness	1.68	0
immeasurably	1.86	9
immediacy	2.0699999999999998	8
immediate	2.1	571
immediately	2.2999999999999998	2446
immediateness	1.92	0
immense	2.21	82
immensely	1.61	62
immenseness	1.72	0
immensity	2	3
immerse	2.79	14
immersion	2.64	6
immersive	1.61	0
immigrant	3.72	79
immigrate	2.56	5
immigration	3.03	128
imminence	2.5	4
imminent	1.89	123
imminently	1.64	4
immobile	2.86	25
immobility	3.52	2
immobilization	3	1
immobilize	3.21	7
immobilizer	2.66	2
immoderate	2.0699999999999998	7
immoderately	1.73	1
immoderation	2.08	0
immodest	2.0699999999999998	18
immodestly	1.69	1
immodesty	2.44	1
immoral	1.59	133
immorality	2.11	22
immorally	1.96	0
immortal	2	260
immortality	1.52	102
immortalization	1.55	0
immortalize	1.76	8
immortally	2	1
immovability	2.79	0
immovable	2.4300000000000002	8
immovableness	2.42	0
immovably	2.17	0
immune	2.4300000000000002	221
immunity	2.0699999999999998	216
immunization	3.75	11
immunize	3	2
immunological	1.95	0
immunologist	3.73	1
immunology	2.48	0
immunosuppressive	2.48	3
immunotherapy	2.75	1
immutable	1.5	8
impact	2.59	480
impacted	2.7	26
impactful	1.93	3
impair	1.73	8
impaired	2.44	43
impairer	2.56	0
impairment	2.48	10
impale	3.84	17
impalement	3	6
impalpability	1.73	0
impalpable	1.96	0
impalpably	2.12	0
impart	2	27
impartial	1.81	51
impartiality	1.42	6
impartially	1.79	3
impartialness	1.48	0
impartibility	1.56	0
impassability	1.75	0
impassable	1.96	16
impassably	2	0
impassibility	2.46	0
impassible	2.15	0
impassion	1.65	1
impassioned	2.17	19
impassive	1.52	1
impassively	1.89	0
impassiveness	1.57	0
impassivity	1.33	0
impatience	1.93	35
impatient	2.38	206
impatiently	2.08	12
impeach	2.11	21
impeachability	1.89	0
impeachable	2.13	1
impeacher	2.59	0
impeachment	2.69	29
impeccable	2.12	81
impeccably	2.04	15
impedance	2.5	0
impede	2.73	26
impediment	2.56	30
impedimentary	1.96	0
impeding	2.1	12
impending	1.48	55
impenetrability	2.2200000000000002	0
impenetrable	2.62	52
impenetrableness	2.78	0
impenetrably	1.92	0
imperative	1.36	127
imperatively	1.85	0
imperativeness	1.54	1
imperceptibility	1.62	1
imperceptible	1.73	3
imperceptive	1.46	0
imperceptiveness	1.48	0
imperfect	2.1800000000000002	49
imperfection	2.0699999999999998	15
imperfectly	2.0699999999999998	1
imperfectness	1.88	0
imperial	2.52	126
imperialism	1.93	11
imperialist	2.36	26
imperialistic	1.41	7
imperialistically	1.54	0
imperially	1.54	0
imperiousness	1.76	0
imperishable	2.2999999999999998	4
imperishableness	2.29	0
imperishably	1.83	0
impermanence	1.93	2
impermanent	1.67	0
impermeability	2.1	0
impermeable	2.88	5
impermeably	2.2000000000000002	1
impermissible	1.67	0
impersonal	1.69	44
impersonalize	1.44	0
impersonally	1.6	1
impersonate	2.88	33
impersonation	2.46	23
impersonator	3.5	28
impertinence	2.2799999999999998	30
impertinent	1.76	55
impervious	2.04	31
imperviously	1.52	0
imperviousness	1.8	0
impetuous	1.73	58
impetuousness	1.87	2
impious	1.54	2
impish	1.68	5
impishness	1.67	0
implacable	2.15	8
implacableness	1.87	0
implant	4.3099999999999996	109
implantable	2.0299999999999998	1
implantation	3.07	6
implausibility	2.04	0
implausible	1.5	4
implausibly	2.11	0
implement	2.33	63
implemental	2.42	0
implementation	1.84	9
implementer	2.76	1
implicate	1.68	56
implication	1.61	48
implicatively	1.32	0
implicit	2	15
implicitly	1.75	28
implicitness	1.58	0
implode	3.64	17
imploration	2.23	0
implore	1.61	53
implorer	2.42	0
imploring	1.64	3
imploringly	1.57	0
implosion	3.36	38
implosive	2.68	6
implosively	1.96	0
imply	1.86	137
impolite	1.96	66
impolitely	1.81	0
impoliteness	1.83	2
imponderable	1.48	0
import	2.52	111
importability	2.04	0
importance	1.75	390
important	2.14	10587
importantly	1.86	278
importation	2.81	4
importer	3.43	13
impose	1.93	145
imposer	2.65	0
imposing	1.52	52
imposingly	2.29	0
imposingness	2	0
imposition	1.68	39
impossibility	1.52	35
impossible	1.66	3015
impossibly	1.93	20
imposter	3.38	36
impostor	3.14	101
impotence	3.07	33
impotency	2.14	2
impotent	2.38	106
impotently	2	0
impound	3.89	85
impounder	3.3	0
impoundment	2.38	0
impoverish	2.23	1
impoverished	2.2200000000000002	29
impoverishment	2.23	2
impracticability	1.35	0
impractical	1.6	45
impracticality	1.85	1
impracticalness	1.83	0
imprecise	1.93	8
imprecisely	1.72	0
imprecision	1.75	2
impregnability	1.96	0
impregnable	2.52	29
impregnate	3.29	22
impregnation	3.28	1
impregnator	3	0
impress	2.0699999999999998	520
impressibility	1.87	0
impressible	2.2999999999999998	0
impression	2.23	946
impressionability	1.6	0
impressionable	1.4	43
impressionableness	1.58	0
impressionably	1.76	0
impressionism	2.33	6
impressionist	2.69	15
impressionistic	1.86	1
impressionistically	1.75	0
impressive	2.0699999999999998	865
impressively	1.46	5
impressiveness	1.76	0
imprint	3.96	64
imprinter	2.85	0
imprison	3.35	20
imprisonment	3.46	93
improbability	1.64	8
improbable	1.85	37
improbably	1.48	0
impromptu	2.04	43
improper	1.69	57
improperly	2	30
improperness	2.04	0
impropriety	2.38	25
improvable	1.27	0
improve	1.82	413
improvement	2.6	198
improving	2.36	119
improvingly	1.6	0
improvisation	2	20
improvisational	2.3199999999999998	3
improvise	2.0699999999999998	127
improviser	2.42	1
imprudence	1.6	1
imprudent	1.89	12
imprudently	1.75	2
impudence	1.55	26
impudently	1.77	0
impulse	2.52	269
impulsive	2.25	137
impulsively	1.72	11
impulsiveness	1.86	7
impulsivity	1.5	2
impunity	1.77	18
impure	2	41
impurely	1.7	0
impureness	1.57	0
impurity	1.93	7
imputable	1.58	0
in	3	498444
inability	2	81
inacceptable	2.04	1
inaccessibility	2.23	3
inaccessible	2.2999999999999998	20
inaccessibleness	1.96	0
inaccessibly	2.11	0
inaccuracy	2.69	2
inaccurate	2.33	26
inaccurately	1.73	1
inaccurateness	2.57	0
inaction	2.0699999999999998	7
inactivate	2.2799999999999998	0
inactivation	2.23	0
inactive	3.17	34
inactively	1.97	0
inactiveness	2.27	0
inactivity	2.84	3
inadaptability	1.7	0
inadaptable	1.65	0
inadequacy	1.7	17
inadequate	1.96	95
inadequately	1.69	4
inadequateness	1.65	0
inadmissibility	1.64	0
inadmissible	1.96	34
inadmissibly	1.82	0
inadvertence	1.48	1
inadvertent	2.14	11
inadvertently	1.28	54
inadvisability	1.92	0
inadvisable	1.29	4
inalienability	1.44	0
inalterable	2.11	0
inalterably	1.68	0
inanimate	3.24	38
inanimately	1.77	0
inapplicability	1.33	0
inapplicable	1.67	2
inapplicably	1.76	0
inappreciable	1.5	0
inappreciably	1.56	0
inappreciative	1.68	0
inapprehensible	1.62	0
inapprehension	1.81	0
inapprehensive	1.3	0
inapproachability	1.73	0
inapproachable	2.25	0
inappropriate	1.59	338
inappropriately	1.93	19
inappropriateness	1.5	1
inaptitude	2.04	0
inarguable	1.48	1
inarguably	1.63	1
inarticulate	2.31	13
inarticulately	1.54	0
inarticulateness	2.04	0
inartificiality	1.54	0
inartistic	1.89	1
inartistically	1.73	0
inasmuch	1.2	26
inattention	2.13	3
inattentive	1.83	4
inattentively	2.11	0
inattentiveness	1.76	0
inaudibility	2.83	0
inaudible	2.29	29
inaudibly	2.67	0
inaugural	2.21	20
inaugurate	2.63	5
inauguration	3.5	11
inauspicious	1.61	5
inauspiciously	1.78	0
inauthentic	2	2
inboard	2.96	10
inbound	3.03	62
inbox	4.0999999999999996	5
inbred	2.2599999999999998	35
inbreed	2.96	0
inbreeding	2.9	15
incalculability	1.79	0
incalculable	1.96	12
incalculably	1.75	2
incandescence	2.73	7
incandescent	3	17
incandescently	2.42	0
incantation	2.89	28
incapability	1.96	0
incapable	1.64	173
incapableness	1.86	0
incapably	1.58	0
incapacitate	2.42	11
incapacitation	2.41	1
incapacity	1.7	13
incarcerate	3.13	10
incarceration	3.28	40
incarcerator	3.25	0
incarnate	2.11	22
incarnation	1.68	18
incendiary	2.71	37
incense	4.04	92
incentive	2.2599999999999998	100
inception	1.78	21
inceptive	1.39	0
inceptively	1.84	0
incessancy	1.78	0
incessant	2.42	23
incessantly	2.21	22
incest	2.2400000000000002	44
incestuous	2.2400000000000002	19
inch	4.37	631
inched	2.4	1
inchworm	4.8099999999999996	12
incidence	2.2000000000000002	18
incident	2.86	883
incidental	1.74	28
incidentally	1.63	193
incinerate	3.88	18
incineration	3.75	5
incinerator	4.78	38
incise	2.48	10
incision	4.07	121
incisive	1.86	8
incisiveness	1.84	0
incisor	3.89	8
incite	2.4700000000000002	21
incitingly	1.83	0
incivility	2.09	0
inclement	2.42	8
inclemently	2.1	0
inclination	2.0299999999999998	42
incline	3.97	19
inclined	2.64	169
incliner	2.91	0
include	2.48	568
included	2.14	382
including	2.44	1405
inclusion	2.21	10
inclusive	1.64	11
inclusively	1.79	0
inclusiveness	1.7	1
incoercible	1.54	0
incognito	1.83	33
incoherence	2.04	0
incoherency	2	0
incoherent	2.39	27
incoherently	2.1	9
incohesion	2.29	0
incombustibility	2.12	0
incombustible	2.96	0
income	3.07	378
incoming	2.5	315
incommensurably	1.75	0
incommunicable	1.68	0
incommunicative	1.88	1
incommunicativeness	1.37	0
incomparability	1.64	0
incomparable	1.48	48
incomparableness	1.64	0
incomparably	1.57	1
incompatibility	1.79	7
incompatible	1.82	28
incompatibleness	1.82	0
incompatibly	2.19	0
incompetence	2.1800000000000002	76
incompetency	1.86	1
incompetent	2.0299999999999998	194
incompetently	2.23	2
incomplete	2.21	109
incompletely	2.52	0
incompleteness	2.11	1
incompletion	2.0699999999999998	0
incompliance	1.96	0
incompliant	2.08	0
incomprehensibility	1.5	0
incomprehensible	1.33	42
incomprehensibleness	1.41	0
incomprehensibly	1.89	0
incomprehension	1.96	3
incomprehensive	1.73	0
incomprehensively	1.78	0
incomprehensiveness	1.74	0
incompressible	2.4500000000000002	0
incomputable	1.93	0
inconceivability	1.62	1
inconceivable	1.38	46
inconceivableness	1.74	0
inconceivably	1.57	0
inconclusive	1.5	42
inconclusively	1.73	0
inconclusiveness	1.24	0
incongruence	2.2599999999999998	0
incongruent	2.35	0
incongruently	2.11	0
incongruity	1.7	1
incongruous	1.96	7
incongruousness	1.84	0
inconquerable	1.92	0
inconsecutive	2	0
inconsecutively	1.86	0
inconsecutiveness	1.88	0
inconsequence	1.28	1
inconsequential	1.56	22
inconsequentiality	1.39	2
inconsequentially	1.48	1
inconsequently	1.46	0
inconsiderable	1.73	1
inconsiderably	1.5	1
inconsiderate	2.14	73
inconsiderately	1.96	0
inconsiderateness	1.65	0
inconsideration	1.56	1
inconsistence	2.2000000000000002	0
inconsistency	2.21	13
inconsistent	2.17	55
inconsistently	1.59	0
inconsolability	1.89	0
inconsolable	2.14	15
inconsolableness	1.88	0
inconsolably	1.95	0
inconspicuous	2.0699999999999998	33
inconspicuously	2.17	0
inconspicuousness	2	0
inconstant	2.0699999999999998	4
inconstantly	1.5	0
inconsumable	2.37	0
incontestability	1.92	0
incontestable	1.79	1
incontestably	1.85	0
incontinence	3.62	11
incontinency	2.54	0
incontinent	2.56	18
incontrollable	2.27	0
incontrovertibility	1.64	0
incontrovertibly	1.84	1
inconvenience	1.73	226
inconvenient	1.46	83
inconveniently	1.5	2
inconvertibility	1.5	0
inconvertible	2.0699999999999998	1
inconvertibly	1.46	0
inconvincible	1.5	0
incorporate	2.15	39
incorporated	1.83	75
incorporation	2.5	13
incorporator	1.71	0
incorporeal	1.73	1
incorrect	2.0699999999999998	113
incorrectly	2.19	17
incorrectness	2.15	0
incorrigible	2.11	39
incorrigibleness	1.67	0
incorrigibly	2.04	2
incorruptibility	1.96	2
incorruptible	1.86	11
incorruptibly	1.81	0
incorruption	1.45	2
incorruptness	1.71	0
increasable	2.04	0
increase	2.61	436
increasing	2.4500000000000002	162
increasingly	2	91
incredibility	1.71	0
incredible	1.93	1928
incredibleness	1.74	0
incredibly	1.71	668
incredulous	2.04	8
incredulously	1.46	0
incredulousness	1.43	0
increment	3.07	2
incremental	2.64	3
incrementally	2.5	2
incriminate	2.0699999999999998	38
incriminating	2.1	63
incrimination	1.93	0
incriminator	2.48	0
incriminatory	1.64	0
incubate	3.5	5
incubation	3.32	21
incubator	4.6500000000000004	51
incubatory	2.57	0
incumbency	1.92	0
incumbent	3.18	34
incumbently	2	0
incur	2	28
incurability	1.59	0
incurable	1.88	52
incurableness	2.27	0
incurably	2.27	5
incursion	2.67	13
incursive	1.76	0
indebt	2	0
indebted	2.1800000000000002	59
indebtedness	1.93	3
indecency	2	13
indecent	1.86	91
indecently	1.92	7
indecipherability	1.6	0
indecipherable	1.76	5
indecipherably	2	0
indecision	1.62	22
indecisive	2	27
indecisively	2.19	0
indecisiveness	1.82	1
indeclinable	2.2000000000000002	3
indecomposable	2.68	0
indeed	1.72	2065
indefensibility	1.91	0
indefensible	1.65	9
indefensibly	2.0699999999999998	0
indefinable	1.55	5
indefinableness	1.71	0
indefinably	1.68	0
indefinite	1.36	20
indefinitely	2.09	119
indefiniteness	1.33	0
indelible	2	14
indelibly	1.81	3
indelicate	2.0699999999999998	16
indelicately	1.54	1
indemnify	1.54	3
indent	3.07	6
indentation	3.92	9
indented	3.69	3
indention	3.67	0
indenture	2.69	2
indentured	2.04	14
independence	1.87	204
independency	1.6	0
independent	2.04	477
independently	1.88	48
indescribability	1.32	0
indescribable	1.5	25
indescribably	1.7	6
indestructibility	2.2400000000000002	0
indestructible	2.46	74
indestructibleness	2.5	0
indestructibly	2.48	0
indetectable	2.1800000000000002	0
indeterminable	1.57	0
indeterminably	1.72	0
indeterminacy	1.39	1
indeterminate	1.5	18
indeterminately	1.29	0
indetermination	1.46	0
index	3.43	106
indexed	2.92	2
indexing	2.54	5
indexless	1.7	0
indicate	2.39	425
indication	1.97	181
indicative	1.75	28
indicatively	1.52	0
indicator	2.73	44
indicatory	2.1	0
indices	2.78	2
indict	2.6	45
indictment	2.74	126
indie	2.36	24
indifference	1.85	55
indifferent	1.89	58
indifferently	2.04	3
indigenous	2.2400000000000002	57
indigenously	2.19	0
indigenousness	1.79	0
indigent	1.79	24
indigently	2	0
indigested	2.5	0
indigestibility	2.42	0
indigestible	2.48	3
indigestibly	2.48	0
indigestion	3.57	95
indigestive	2.6	0
indignant	1.71	23
indignantly	1.89	2
indignation	2.37	24
indignity	1.56	20
indigo	4.3600000000000003	16
indirect	2.57	21
indirectly	1.82	26
indirectness	1.88	0
indiscernible	1.59	1
indiscernibly	1.8	0
indiscipline	1.68	1
indiscoverable	1.67	0
indiscreet	1.8	25
indiscreetly	2.25	1
indiscreetness	1.59	0
indiscrete	2.0299999999999998	2
indiscretion	1.61	53
indiscriminate	1.64	9
indiscriminately	1.86	14
indiscriminateness	1.71	0
indiscriminating	1.89	0
indiscriminatingly	1.87	0
indiscrimination	2	1
indiscriminative	1.4	0
indispensability	2.13	0
indispensable	2.0699999999999998	38
indispensableness	1.6	0
indispensably	1.59	0
indispose	2	0
indisposed	1.75	56
indisposition	1.92	3
indisputability	1.54	0
indisputable	1.89	10
indisputableness	1.62	0
indisputably	1.58	1
indistinct	1.68	252
indistinctive	1.42	0
indistinctively	1.85	0
indistinctiveness	1.37	0
indistinctly	1.63	33
indistinctness	1.56	0
indistinguishable	2.52	14
indistinguishableness	2	0
indistinguishably	1.61	0
indivertible	1.46	0
individual	3.52	596
individualism	1.88	13
individualist	2.76	2
individualistic	1.85	2
individualistically	1.7	0
individuality	2.0699999999999998	43
individualization	1.59	0
individualize	2.38	4
individually	2.48	65
individuation	1.96	0
indivisibility	2.19	0
indivisible	2.2599999999999998	21
indivisibleness	1.64	0
indivisibly	2.27	0
indoctrinate	2	4
indoctrination	1.88	15
indoctrinator	2.83	0
indoor	3.64	68
indoors	4.17	126
indubitable	1.8	1
indubitableness	1.44	0
indubitably	1.69	14
induce	2.34	82
induced	2.15	63
inducement	2.36	13
inducer	2.39	8
induct	2.59	3
inductee	4	3
induction	2.62	37
inductive	2.04	2
inductively	1.64	0
inductiveness	1.8	0
inductor	3	3
indulge	2.56	147
indulgence	1.81	49
indulgenced	1.83	0
indulgency	1.69	0
indulgent	1.55	20
indulgently	1.96	0
indulger	1.96	0
indulging	2.0699999999999998	38
industrial	3	233
industrialism	1.93	0
industrialist	3	26
industrialization	2.12	3
industrialize	2.14	0
industrially	1.96	0
industrious	2	17
industriously	2.11	0
industriousness	1.63	1
industry	3.29	596
inebriant	3	0
inebriate	2.54	3
inebriated	2.64	15
inebriation	3.35	8
inedibility	2.33	0
inedible	2.58	18
ineffective	1.57	30
ineffectively	1.75	1
ineffectiveness	1.96	1
ineffectual	2.12	23
ineffectually	1.65	2
ineffectualness	1.59	0
inefficacy	1.75	0
inefficiency	1.57	16
inefficient	2	21
inefficiently	1.93	2
inelasticity	2.57	0
inelegance	1.96	0
inelegant	2	3
inelegantly	1.96	0
ineligibility	1.69	0
ineligible	2.04	10
ineligibly	1.55	0
ineloquent	1.43	0
ineloquently	1.5	0
inept	1.74	43
ineptitude	1.79	5
ineptly	1.61	1
ineptness	2.14	1
inequality	2.2799999999999998	3
inequitable	1.4	1
inequitably	1.38	0
inequity	1.69	6
inert	2.5	18
inertia	2.4300000000000002	31
inertly	1.88	0
inertness	1.9	4
inescapable	2.21	14
inescapably	2.37	0
inessential	1.36	1
inestimable	1.57	6
inestimably	1.68	0
inevitability	1.52	18
inevitable	1.54	288
inevitableness	1.76	0
inevitably	1.52	65
inexact	1.52	6
inexactly	1.52	1
inexactness	1.48	0
inexcusability	1.62	0
inexcusable	1.57	43
inexcusableness	1.46	0
inexcusably	1.72	1
inexhaustibility	1.59	0
inexhaustible	1.92	10
inexhaustibleness	1.92	0
inexhaustibly	2.38	0
inexistence	1.42	1
inexistent	1.71	0
inexorability	1.71	0
inexorableness	1.36	0
inexorably	1.74	7
inexpensive	2.2200000000000002	37
inexpensively	2.37	4
inexpensiveness	1.92	1
inexperience	1.83	16
inexperienced	1.9	58
inexpertly	1.77	1
inexplicability	1.54	0
inexplicable	1.21	38
inexplicableness	1.5	0
inexplicably	1.57	21
inexplicit	2	0
inexplicitly	1.58	0
inexplicitness	1.37	0
inexpressible	1.69	3
inexpressibleness	1.67	0
inexpressibly	1.44	1
inexpressive	2.2000000000000002	1
inexpressively	1.86	0
inexpressiveness	1.74	0
inextinguishable	2.62	0
inextinguishably	2.04	0
inextricability	1.9	0
inextricably	1.5	7
infallibility	1.48	8
infallible	1.88	32
infallibly	1.54	0
infamous	1.76	114
infamously	1.68	0
infamousness	1.81	0
infamy	1.75	22
infancy	3.2	18
